knot_target,knot_source,orientation_deg,impact_parameter_R,separation_R,core_radius_R,gamma_proxy,velocity_rms_proxy,shape_velocity_rms_proxy,translation_fraction,rotation_fraction,shape_fraction,mode_capture_fraction,dominant_mode_id,dominant_mode_fraction,writhe_directional_response_per_Rrms,min_segment_distance_R,interpretation
knot_3.1_final,knot_3.1_final,45.0,0.0,4.0,0.05,1.0,0.008393070446530716,0.0035908880849366224,0.7170575526788516,0.09989570540522659,0.1830467419159197,0.7668444155470782,kelvin_m01_N_sin,0.20635231688472175,0.028711327537678244,1.8236966678868058,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,45.0,0.35,3.0,0.05,1.0,0.023694031002443897,0.013814565381339704,0.5547014758886605,0.10536300329869101,0.3399355208126481,0.7777598557331523,kelvin_m01_N_sin,0.2795228497127257,0.014791749380904662,1.0069498042468388,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,45.0,0.35,4.0,0.05,1.0,0.00814223190669409,0.00347964466051209,0.7265332875336956,0.09083219689434474,0.18263451557196114,0.750780981606986,kelvin_m01_N_sin,0.24655506389827886,0.019772593460309906,1.9259897111694269,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,90.0,0.0,3.0,0.05,1.0,0.03538159407511682,0.02501264910456799,0.38738381709902747,0.11285261914952528,0.49976356375144754,0.6669252239774176,kelvin_m01_N_sin,0.11619295727743346,0.04323908255887687,0.566823849108488,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,90.0,0.0,4.0,0.05,1.0,0.009059717070928397,0.004219881702918887,0.6815078207977339,0.10153637035451255,0.216955808847755,0.6821041728871331,kelvin_m01_N_sin,0.1555757555527736,0.030578856082819073,1.5469408632970147,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,90.0,0.35,3.0,0.05,1.0,0.03056385015018132,0.01995542405292294,0.4581902509436541,0.11551910761326814,0.42629064144307705,0.7186089998422653,kelvin_m01_N_sin,0.18671111678501917,0.0550141673549831,0.6621279396799223,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,90.0,0.35,4.0,0.05,1.0,0.008748732556185052,0.003943397394684187,0.7002842328714503,0.09654987051052548,0.20316589661802284,0.702121332951145,kelvin_m01_N_sin,0.1959545581777862,0.03725419755351567,1.6105759408505784,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,135.0,0.0,3.0,0.05,1.0,0.02800353685349377,0.01867653810241054,0.4628332038325104,0.09236453761778192,0.4448022585497077,0.6617897073540938,kelvin_m01_N_sin,0.16948563457940846,-0.05187174714205156,0.8133555787945956,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,135.0,0.0,4.0,0.05,1.0,0.008530414343261782,0.0038934371534780072,0.6990934235611154,0.09258891821706489,0.20831765822181833,0.6906451039989954,kelvin_m01_N_sin,0.1943135657373184,-0.027044759081107372,1.7713104208534038,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
knot_3.1_final,knot_3.1_final,135.0,0.35,3.0,0.05,1.0,0.027249214431937587,0.01835796650792004,0.4663678800163346,0.07975198705955329,0.4538801329241119,0.6410116122877754,kelvin_m01_N_sin,0.17628521799834634,-0.03911906400588805,0.8212693748007484,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
