pair_key,topology_key,variant_key,fseries_present,short_present,fseries_relative_path,short_relative_path,fseries_sha256,short_sha256,fseries_rows,short_vertices,fseries_field_width,short_field_width,fseries_first_row_all_zero,fseries_first_row_zero_fields,fseries_first_numeric_tokens,short_first_numeric_tokens,fseries_zero_token_styles,short_zero_token_styles,harmonic_origin,origin_method,origin_status,origin_fit_rmsd_j0,origin_fit_rmsd_j1,origin_confidence_ratio
8_15/knot.8_15p,8_15,8_15p,True,True,8_15/knot.8_15p.fseries,8_15/knot.8_15p.short,73efb0d1fb17804a49d5fbbfdc1feeec8cec293ba66e273d6f3c18b65094a328,5975152558198463b7d57549bfba62f44d9caf0cf2e4d7964cd02e82b608e8fb,21,233,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.438839 -2.863700 1.435939,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.024242988441665152,0.8724543393554597,35.98790394405412
8_16/knot.8_16,8_16,8_16,True,True,8_16/knot.8_16.fseries,8_16/knot.8_16.short,99e5c20b77d6f00218c479f7c1bb3fe4e3c32f6155b3beaf9fd10b06ae27b2e0,d7e8ee28c8b64d4d2ef2fc56e6e8c8cad91b0cbeed7b949cd236d0de35ed57b3,11,268,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,0.117777 -0.903789 -0.044593,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.0339705142167623,1.1630387320127038,34.236712597032685
8_17/knot.8_17,8_17,8_17,True,True,8_17/knot.8_17.fseries,8_17/knot.8_17.short,b685e784137498050897ff33e3dd6056e194367534f411a282bc267e35793f04,c904e4ef2e81d6b6642197beb4507c290ee399a89bb6acb0fe2b953d23d9db58,50,199,6,3,False,0,-0.586343 -0.036442 0.150211 0.109672 0.046311 -0.062536,-0.646253 -1.938277 -0.769706,[],[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.1054288665090208,0.008581911877575801,128.8091607416132
8_18/knot.8_18,8_18,8_18,True,True,8_18/knot.8_18.fseries,8_18/knot.8_18.short,a7df4c49d95b9ba2af96b0859beb70669a55252b8e30804ba64048ca013c0ba2,509e52689b59e64d49e34e8fc41b294c640394ee8a7c6f006d03171b6b3ac6c2,11,273,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1.016044 0.128403 0.098334,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.04881244684330809,1.3398359485940021,27.448653678332988
8_18/knot.8_18z,8_18,8_18z,True,True,8_18/knot.8_18z.fseries,8_18/knot.8_18z.short,6d718220446ce66e20090a5c88c9ae76e79bb0ebab6906ee6588749c776e8127,61c16b93d20b95487f4b185c6fa43e44d2ca025967bd66a909b83e97dc3678c7,20,221,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1.130899 0.342388 1.025086,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.1677029931659093,0.030758973435027294,37.96300275210642
8_19/knot.8_19t,8_19,8_19t,True,True,8_19/knot.8_19t.fseries,8_19/knot.8_19t.short,2ec75cd3d4438acd599b18bee86443dfb70fd72d7abdbc578da4148012bc6fb8,5c8c2f5b5006588e3f9e99ea7116aedcf96ccc79c73782a4f24c65f15a0ab08e,7,146,6,3,False,4,0.000000 0.194242 0.194242 0.000000 0.000000 0.000000,-1.451550 0.041077 0.671301,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.2684460623188138,0.020400170455687417,62.17820900438508
8_19/knot.8_19u,8_19,8_19u,True,True,8_19/knot.8_19u.fseries,8_19/knot.8_19u.short,f145ae0521f4fdef6c704608f4c4b1d90b96a83dbae19cea29250ee0990ae1cc,787f010502c0e7c826bf6d806296d59fcfcd3e59143979aee358192739181750,7,189,6,3,False,4,0.000000 -0.200133 0.200133 0.000000 0.000000 0.000000,1.417758 0.033820 -0.869920,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.2184872559838231,0.015501232337971526,78.60583142148252
8_2/knot.8_2,8_2,8_2,True,True,8_2/knot.8_2.fseries,8_2/knot.8_2.short,12a90b6a12b6f81f2c308b88ce66b503b671862fb2e82bcd2249d3695390000c,a64f2c57949e95daa3bf2bc3907a5443f0d76fba3e072efdd259d929c50f1bf9,10,206,6,3,False,3,0.000000 -0.006545 0.006969 0.000000 0.000000 0.002139,0.036723 -1.843113 0.037724,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.1330344930895606,0.02068540949521301,54.774573998729196
8_2/knot.8_2d,8_2,8_2d,True,True,8_2/knot.8_2d.fseries,8_2/knot.8_2d.short,e9603a7a89a752c45e6f1799706413a7698bd4ca9b424786a01a62b6dbc2ee68,6394a8fbf21d210e38179b10b680cf50b241aff5b42db39c9c8b0669af1de91c,21,319,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,0.065701 -2.749259 -0.138128,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.04879634606501708,0.9796555166521285,20.07641136381029
8_20/knot.8_20r,8_20,8_20r,True,True,8_20/knot.8_20r.fseries,8_20/knot.8_20r.short,fcf039afb4be17f23c30a71299e66406655144b4d68b77c273a3c4f00c36e285,821339a20e38cb29e694b8e8ad54e8f740a8b013468e4bb47a725ecb0b3ac7ce,21,190,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,0.068384 3.018453 -0.078662,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.054050543717915275,0.9229717079440402,17.07608553876799
8_21/knot.8_21d,8_21,8_21d,True,True,8_21/knot.8_21d.fseries,8_21/knot.8_21d.short,46cd027a5123b618218f8481655ab77b4c15d0420647c1a565896216ec1fd2ad,9d22ed30a3abaa055f7fffc325866e8324dfa0ec706381d4814a7a19f84e11ec,11,262,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,0.167671 1.654546 0.104906,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.07381574768401054,0.971502247047463,13.161178712247917
8_21/knot.8_21p,8_21,8_21p,True,True,8_21/knot.8_21p.fseries,8_21/knot.8_21p.short,18c39ad082f10cd467c72aaa5a42e1154cecac7eaf82038dcc26a2f4efb64641,34dfa171688cea1229d3b77896243aedf6335f0f30ed4d056d4594490f1a3be3,11,228,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.153366 -1.650476 -0.746526,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.041072321257368025,1.1185922776575496,27.234698293485998
8_21/knot.8_21r,8_21,8_21r,True,True,8_21/knot.8_21r.fseries,8_21/knot.8_21r.short,71b47a4d1ae0b5665a5f4de39ca46850c15561136c575dc97ba2d8a4aac6aaa5,d31ac28cd3948d6a65603276108a35a4daffde910aab70770682c962d9417ef6,11,162,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.083028 2.206358 -0.086773,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.04154122596129395,1.095619428867513,26.37426805574676
8_3/knot.8_3,8_3,8_3,True,True,8_3/knot.8_3.fseries,8_3/knot.8_3.short,c764fd76af4796e150803f2dd742f08959ffd43a81b9edfbbc630f2842f0b807,1443b721e62da05778c60583fbc81991fe69d1376969e270fba5757f8e8c4825,10,221,6,3,False,3,0.000000 0.151147 0.045288 0.000000 0.000000 -0.034617,-0.054468 2.189304 0.021755,"[""0.000000""]","[""0.000000""]",1,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.8647216980803505,0.021061940090012048,41.05612751649679
8_3/knot.8_3d,8_3,8_3d,True,True,8_3/knot.8_3d.fseries,8_3/knot.8_3d.short,f89f6b130f918436e170d7d7a168e4cbc31efc448ce15f257d8bce67da02149c,6e47fbe9b6f5ed77a50da91d8bc563cb8a75f039e17ad84516b0d8abde414fce,21,320,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,0.095752 -0.541348 -0.144489,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.06942834635125912,1.321800588571807,19.03834180184007
8_3/knot.8_3i8,8_3,8_3i8,False,True,,8_3/knot.8_3i8.short,,3e696fe2799c310941dd88a28d2eb86bcd2fe7a7cdbc3e51bbfb0bed5e8b0fe9,,254,,3,,,,0.010187 -0.003942 2.353196,,[],,,,,,
8_3/knot.8_3z,8_3,8_3z,True,True,8_3/knot.8_3z.fseries,8_3/knot.8_3z.short,9f8d6a783737ab2469e206c744bb2e2c3c050829f7bc98350ff7f839cc0f4aec,6800a369da6a12ba0c16b39fd2eb8b5e592db6ddb182c50750adf94d5b006001,10,308,6,3,False,2,0.039704 -0.022654 -0.022654 -0.039704 0.000000 0.000000,0.306017 -1.623537 0.899405,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.0861376729476895,0.0768943747808415,14.125060201650854
8_4/knot.8_4,8_4,8_4,True,True,8_4/knot.8_4.fseries,8_4/knot.8_4.short,2cccf0b4be226a94891acd488ab8fcdd83b49b359807bfcda6e08faeb244de23,db324244e50c39e7712123d70e5078d8eba7152b16e7044a0c238f60b7bfa6fa,11,264,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.082568 3.115948 0.122051,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.06025251892775188,0.981696840908042,16.2930423221838
8_4/knot.8_4d,8_4,8_4d,True,True,8_4/knot.8_4d.fseries,8_4/knot.8_4d.short,42cfbf2a35a67bc692e0240e80994a9ea8a48de9cd6f9b2bdb664b6de1b353e9,6f8c0fc4ecf9792771157b3bd67e76f1700f2ba6fa15d35686fa45ed5bac3194,21,328,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-3.402629 -0.146702 -0.050853,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.06120178646183042,1.1005777580732858,17.982771773495216
8_5/knot.8_5,8_5,8_5,True,True,8_5/knot.8_5.fseries,8_5/knot.8_5.short,7bac2d2fd2dde9cc41d94863f853479ed3404ce5c578110b4524d9b3c475b726,d1ed0cdac1fec34ef68e0f26b3f6818aa0cdbeddfecee6f44d2ed90d5fd7c293,50,179,6,3,False,0,-1.581118 0.040661 -0.004411 -0.251532 -0.000815 -0.000738,0.419652 0.020746 -0.028612,"[""-0.000000""]","[""0.000000""]",1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.3577072397632677,0.012795938192559975,106.1045481254894
8_6/knot.8_6,8_6,8_6,True,True,8_6/knot.8_6.fseries,8_6/knot.8_6.short,70be1fde83538969651fd56a8a3d0c16258e5bd599bee01407f832e75183f1e6,85f69271c478d04074e6fd28a48e1a3534940aea6f8ef3892283275942962f85,10,234,6,3,False,3,0.000000 0.013736 -0.079512 0.000000 0.000000 -0.018531,-0.041663 -3.990841 -0.042686,"[""0.000000""]",[],1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.1087335868604191,0.018469340957514662,60.03103139472371
8_6/knot.8_6p,8_6,8_6p,True,True,8_6/knot.8_6p.fseries,8_6/knot.8_6p.short,628ee9a08b61578b75149334d600e7315abde6d81756263bb0d14209e2505a22,0880af0e8fca5c579c720658b5ca33975fa25922df80872cae42b2b1d2518984,21,287,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.186470 -3.332139 -0.672715,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.0444358405047966,1.138491732603815,25.621023922815667
8_7/knot.8_7d,8_7,8_7d,True,True,8_7/knot.8_7d.fseries,8_7/knot.8_7d.short,c92b8576c2de91fc995a1a510d6df66466f5937f818fde976d1b344fc8bb1d2d,ec59cd4bdbe5f4cf368d12bca6f4df00407b6c512617c342a7d6f89a33e9a16b,21,331,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-2.599347 -0.145711 0.014330,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.054722083130207426,0.7486580272264663,13.681095170391927
8_7/knot.8_7s,8_7,8_7s,True,True,8_7/knot.8_7s.fseries,8_7/knot.8_7s.short,b86297715b2c98f7791a4a49af5fd249d63082610831e58dd82b496039fd6fa3,09d98f2c5efc16126f5bf853f2c3a67a9bcd62ed89db161ae6cdde2745fb6a7b,10,179,6,3,False,3,0.000000 -0.002205 0.058561 0.000000 0.000000 -0.019860,0.035539 2.757773 -0.022805,"[""0.000000""]","[""0.000000""]",1,PAIRED_SHORT_PROCRUSTES,RESOLVED,1.0730576838073649,0.01775555358505976,60.43504521933232
8_8/knot.8_8d,8_8,8_8d,True,True,8_8/knot.8_8d.fseries,8_8/knot.8_8d.short,b8e2521a3728375f21d8038a3783cdd84975c8db8c882699029dd14d6db15639,e0064d67458e0e6e78fa15c001856f8bf942a3a3f543f54f3d62acc73d3812b4,21,333,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,-0.148590 3.555393 -0.013752,"[""0.000000""]","[""0.000000""]",0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.06105552321983387,0.7880005165321269,12.906293730296708
8_9/knot.8_9d,8_9,8_9d,True,True,8_9/knot.8_9d.fseries,8_9/knot.8_9d.short,2b27df202004a3cd45f9a97f5c6fe705db33a63463f48752924aa1db88e75bca,417c9574998638566260e2213d4b6bb685783958e677083f561b6cfed23c21c0,21,378,6,3,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,0.101714 0.501453 -0.107399,"[""0.000000""]",[],0,PAIRED_SHORT_PROCRUSTES,RESOLVED,0.0390679486597993,1.1368452134950644,29.09917854645058
8_9/knot.8_9i4,8_9,8_9i4,False,True,,8_9/knot.8_9i4.short,,21b38bb96b815fef1b3c0fc99745edb2dc3c5fcfe0d09747faffabb280b9dca8,,418,,3,,,,0.033816 -0.009264 6.244135,,[],,,,,,
9_2/knot.9_2,9_2,9_2,True,False,9_2/knot.9_2.fseries,,1fe43f0103ced88682b8497432c3d69136aeb3191e783b875a739902842def28,,100,,6,,True,6,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,,"[""-0.000000"", ""0.000000""]",,0,EXPLICIT_CONSTANT_TERM_COMMENT,RESOLVED,,,
9_2/knot.9_2n,9_2,9_2n,True,False,9_2/knot.9_2n.fseries,,d5d0c95679d554adf63b38ca15f1324ee3bfc036d4c8d4c4bbd98feb8c7558a9,,50,,6,,False,0,0.868465 -0.000021 0.000054 0.715944 0.000024 -0.000007,,[],,1,NO_EXPLICIT_ZERO_ROW_ASSUME_J1,RESOLVED,,,
