old_path,new_path,domain,letter,catalog_id,kind,phase,junction,status,note
SST_Hopf_Benchmark/SST_Hopf_cpp_pybind_v0.1.4,01_research/D_benchmarks/D005_hopf_benchmark/SST_Hopf_cpp_pybind_v0.1.4,01_research,D_benchmarks,D005,code,SP06,yes,verified,container_split of SST_Hopf_Benchmark
SST_horn_bem_research/sst_horn_dirichlet_package,01_research/B_closures/B003_horn_bem/sst_horn_dirichlet_package,01_research,B_closures,B003,code,SP06,yes,verified,container_split of SST_horn_bem_research
SST_horn_bem_research/sst_horn_neumann_bem_all_audits,01_research/B_closures/B003_horn_bem/sst_horn_neumann_bem_all_audits,01_research,B_closures,B003,code,SP06,yes,verified,container_split of SST_horn_bem_research
SST_horn_bem_research/sst_horn_neumann_bem_package,01_research/B_closures/B003_horn_bem/sst_horn_neumann_bem_package,01_research,B_closures,B003,code,SP06,yes,verified,container_split of SST_horn_bem_research
SST_ideal_trefoil_biot_research/sst_ideal_trefoil_biot_package_v2,01_research/C_dynamics/C002_ideal_trefoil_biot/sst_ideal_trefoil_biot_package_v2,01_research,C_dynamics,C002,code,SP06,yes,verified,container_split of SST_ideal_trefoil_biot_research
SST_ideal_trefoil_biot_research/sst_3d_collider_robust,01_research/C_dynamics/C002_ideal_trefoil_biot/sst_3d_collider_robust,01_research,C_dynamics,C002,code,SP06,yes,verified,container_split of SST_ideal_trefoil_biot_research
SST_ideal_trefoil_biot_research/sst_trefoil_bs,01_research/C_dynamics/C002_ideal_trefoil_biot/sst_trefoil_bs,01_research,C_dynamics,C002,code,SP06,yes,verified,container_split of SST_ideal_trefoil_biot_research
SST_Route_I_relative_entropy_PoC/SST_Route_I_relative_entropy_PoC_v0.0.4,01_research/F_exploratory/F002_route_i_relative_entropy_poc/SST_Route_I_relative_entropy_PoC_v0.0.4,01_research,F_exploratory,F002,code,SP06,yes,verified,container_split of SST_Route_I_relative_entropy_PoC
SST_Route_I_relative_entropy_PoC/routeI_heat_guard_patch_bundle_v0_8_19,01_research/F_exploratory/F002_route_i_relative_entropy_poc/routeI_heat_guard_patch_bundle_v0_8_19,01_research,F_exploratory,F002,code,SP06,yes,verified,container_split of SST_Route_I_relative_entropy_PoC
Knot_Library/SST_Knot_Library,02_libraries/A_knot_libraries/A002_knot_library/SST_Knot_Library,02_libraries,A_knot_libraries,A002,code,SP06,yes,verified,container_split of Knot_Library
Knot_Library/Sources,03_data/A_knots/06_knot_library/Sources,03_data,A_knots,,code,SP06,yes,verified,container_split of Knot_Library
Knot_Library/Derived,03_data/A_knots/06_knot_library/Derived,03_data,A_knots,,code,SP06,yes,verified,container_split of Knot_Library
Knot_Library/Registry,03_data/A_knots/06_knot_library/Registry,03_data,A_knots,,code,SP06,yes,verified,container_split of Knot_Library
Knot_Library/Quarantine,03_data/A_knots/06_knot_library/Quarantine,03_data,A_knots,,code,SP06,yes,verified,container_split of Knot_Library
SST_Trefoil_Closure/sst_chi_phase_package,01_research/C_dynamics/C001_chi_phase_track_b/sst_chi_phase_package,01_research,C_dynamics,C001,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_chi_phase_package_v2,01_research/C_dynamics/C001_chi_phase_track_b/sst_chi_phase_package_v2,01_research,C_dynamics,C001,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_chi_phase_package_v3,01_research/C_dynamics/C001_chi_phase_track_b/sst_chi_phase_package_v3,01_research,C_dynamics,C001,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_chi_phase_package_v4,01_research/C_dynamics/C001_chi_phase_track_b/sst_chi_phase_package_v4,01_research,C_dynamics,C001,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_chi_phase_package_v5,01_research/C_dynamics/C001_chi_phase_track_b/sst_chi_phase_package_v5,01_research,C_dynamics,C001,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_chi_phase_package_v6,01_research/C_dynamics/C001_chi_phase_track_b/sst_chi_phase_package_v6,01_research,C_dynamics,C001,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_taxonomy_starter_v2,01_research/F_exploratory/F004_taxonomy_starter/sst_taxonomy_starter_v2,01_research,F_exploratory,F004,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/sst_taxonomy_starter_v3b,01_research/F_exploratory/F004_taxonomy_starter/sst_taxonomy_starter_v3b,01_research,F_exploratory,F004,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/multisector_fit_results,03_data/D_generated/trefoil_closure/multisector_fit_results,03_data,D_generated,,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/exports,03_data/D_generated/trefoil_closure/exports,03_data,D_generated,,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/phi-3_1,03_data/D_generated/trefoil_closure/phi-3_1,03_data,D_generated,,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/_dashboard_conflict,09_archive/trefoil_closure/_dashboard_conflict,09_archive,trefoil_closure,,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/archive,09_archive/trefoil_closure/archive,09_archive,trefoil_closure,,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
SST_Trefoil_Closure/build,DELETE/SST_Trefoil_Closure/build,DELETE,SST_Trefoil_Closure,,code,SP06,yes,verified,container_split of SST_Trefoil_Closure
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCII_Intrinsic_Modal_Phase_Swirl_Clock_Blind_Falsifier_v0.1.0,01_research/A_falsifiers/A036_scii_intrinsic_modal_phase_clock/SST_SCII_Intrinsic_Modal_Phase_Swirl_Clock_Blind_Falsifier_v0.1.0,01_research,A_falsifiers,A036,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCII_Intrinsic_Modal_Phase_Swirl_Clock_Blind_Falsifier_v0.1.1,01_research/A_falsifiers/A036_scii_intrinsic_modal_phase_clock/SST_SCII_Intrinsic_Modal_Phase_Swirl_Clock_Blind_Falsifier_v0.1.1,01_research,A_falsifiers,A036,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part01,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part01,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part02,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part02,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part03,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part03,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part04,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.part04,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.parts.json,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.parts.json,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.sha256,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0_outputs.zip.sha256,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.1,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.1,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIIb_v0.1.0_to_v0.1.1_reporting_sync.diff,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_v0.1.0_to_v0.1.1_reporting_sync.diff,01_research,A_falsifiers,A039,code,SP06,no,verified,split out of A035; container row moved the whole tree
01_research/A_falsifiers/A035_intrinsic_modal_swirl_clock/SST_SCIII_Koopman_DMD_Complex_Phase_Clock_Blind_Falsifier_v0.1.0,01_research/A_falsifiers/A040_sciii_koopman_dmd_phase_clock/SST_SCIII_Koopman_DMD_Complex_Phase_Clock_Blind_Falsifier_v0.1.0,01_research,A_falsifiers,A040,code,SP06,no,verified,split out of A035; container row moved the whole tree
SST_Intrinsic_Modal_Swirl_Clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0,01_research/A_falsifiers/A039_sciib_frozen_modal_pair_phase_clock/SST_SCIIb_Frozen_Modal_Pair_Subspace_Phase_Clock_Blind_Falsifier_v0.1.0,01_research,A_falsifiers,A039,code,SP06,no,skipped,stranded at old root after container move; stranded remainder merged into the A035-sourced row; same destination
01_research/A_falsifiers/A018_einstein_blind/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.0,01_research/A_falsifiers/A017_einstein_emergent_metric_poisson/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.0,01_research,A_falsifiers,A017,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A018_einstein_blind; container row collapsed the tree
01_research/A_falsifiers/A018_einstein_blind/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.1,01_research/A_falsifiers/A017_einstein_emergent_metric_poisson/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.1,01_research,A_falsifiers,A017,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A018_einstein_blind; container row collapsed the tree
01_research/A_falsifiers/A018_einstein_blind/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.1_outputs.zip,01_research/A_falsifiers/A017_einstein_emergent_metric_poisson/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.1_outputs.zip,01_research,A_falsifiers,A017,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A018_einstein_blind; container row collapsed the tree
01_research/A_falsifiers/A018_einstein_blind/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.1_outputs.zip.sha256,01_research/A_falsifiers/A017_einstein_emergent_metric_poisson/Einstein_SST_Emergent_Metric_Poisson_Closure_Gates_v0.1.1_outputs.zip.sha256,01_research,A_falsifiers,A017,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A018_einstein_blind; container row collapsed the tree
01_research/A_falsifiers/A034_qhp_stability_landscape/SST_KnotPlot_QHP_Sweep_Generator_v0.1.0,01_research/E_pipelines/E007_knotplot_qhp_sweep_generator/SST_KnotPlot_QHP_Sweep_Generator_v0.1.0,04_tools,A_geometry,E007,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A034_qhp_stability_landscape; container row collapsed the tree; realigned to the frozen catalog id
01_research/A_falsifiers/A024_threaded_hole_separatrix/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.1.0,01_research/A_falsifiers/A025_local_thread_texture_boost/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.1.0,01_research,A_falsifiers,A025,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A024_threaded_hole_separatrix; container row collapsed the tree
01_research/A_falsifiers/A024_threaded_hole_separatrix/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.2.0,01_research/A_falsifiers/A025_local_thread_texture_boost/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.2.0,01_research,A_falsifiers,A025,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A024_threaded_hole_separatrix; container row collapsed the tree
01_research/A_falsifiers/A024_threaded_hole_separatrix/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.2.1,01_research/A_falsifiers/A025_local_thread_texture_boost/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.2.1,01_research,A_falsifiers,A025,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A024_threaded_hole_separatrix; container row collapsed the tree
01_research/A_falsifiers/A024_threaded_hole_separatrix/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.2.2,01_research/A_falsifiers/A025_local_thread_texture_boost/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.2.2,01_research,A_falsifiers,A025,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A024_threaded_hole_separatrix; container row collapsed the tree
01_research/A_falsifiers/A024_threaded_hole_separatrix/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.3.0,01_research/A_falsifiers/A025_local_thread_texture_boost/SST_Local_Thread_Texture_Boost_Invariance_Blind_Falsifier_v0.3.0,01_research,A_falsifiers,A025,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A024_threaded_hole_separatrix; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_Adaptive_Period_Aware_RPO_Multiple_Shooting_Floquet_Blind_Falsifier_v0.1.0,01_research/A_falsifiers/A031_adaptive_period_rpo_floquet/SST_Adaptive_Period_Aware_RPO_Multiple_Shooting_Floquet_Blind_Falsifier_v0.1.0,01_research,A_falsifiers,A031,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_Adaptive_Period_Aware_RPO_Multiple_Shooting_Floquet_Blind_Falsifier_v0.1.0_outputs.zip,01_research/A_falsifiers/A031_adaptive_period_rpo_floquet/SST_Adaptive_Period_Aware_RPO_Multiple_Shooting_Floquet_Blind_Falsifier_v0.1.0_outputs.zip,01_research,A_falsifiers,A031,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_Adaptive_Period_Aware_RPO_Multiple_Shooting_Floquet_Blind_Falsifier_v0.1.0_outputs.zip.sha256,01_research/A_falsifiers/A031_adaptive_period_rpo_floquet/SST_Adaptive_Period_Aware_RPO_Multiple_Shooting_Floquet_Blind_Falsifier_v0.1.0_outputs.zip.sha256,01_research,A_falsifiers,A031,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.1,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.1,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.1_outputs.zip,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.1_outputs.zip,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.2,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.2,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.3,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.3,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.4,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.4,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.5,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.5,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.5.3,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.5.3,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.6_DD32_compact,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.6_DD32_compact,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.7_HR_DD32_Ladder_compact,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.7_HR_DD32_Ladder_compact,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/A_falsifiers/A021_trefoil_lobe_self_confinement/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.8_Adaptive_Spectral_DD32_compact,01_research/A_falsifiers/A023_multitopology_rpo_floquet/SST_MultiTopology_Knot_Link_TBK_RPO_Falsifier_v0.4.8_Adaptive_Spectral_DD32_compact,01_research,A_falsifiers,A023,code,SP06,no,verified,re-split from 01_research/A_falsifiers/A021_trefoil_lobe_self_confinement; container row collapsed the tree
01_research/B_closures/B003_planck_routes_a_to_d_equivalence/sst_nonfit_prediction_harness_v0_8_19,01_research/A_falsifiers/A002_nonfit_prediction_routes_control/sst_nonfit_prediction_harness_v0_8_19,01_research,A_falsifiers,A002,code,SP06,no,verified,re-split from 01_research/B_closures/B003_planck_routes_a_to_d_equivalence; container row collapsed the tree
01_research/B_closures/B003_planck_routes_a_to_d_equivalence/sst_nonfit_prediction_harness_v0_8_19_outputs.zip,01_research/A_falsifiers/A002_nonfit_prediction_routes_control/sst_nonfit_prediction_harness_v0_8_19_outputs.zip,01_research,A_falsifiers,A002,code,SP06,no,verified,re-split from 01_research/B_closures/B003_planck_routes_a_to_d_equivalence; container row collapsed the tree
01_research/B_closures/B003_planck_routes_a_to_d_equivalence/sst_nonfit_prediction_harness_v0_8_19_outputs.zip.sha256,01_research/A_falsifiers/A002_nonfit_prediction_routes_control/sst_nonfit_prediction_harness_v0_8_19_outputs.zip.sha256,01_research,A_falsifiers,A002,code,SP06,no,verified,re-split from 01_research/B_closures/B003_planck_routes_a_to_d_equivalence; container row collapsed the tree
01_research/B_closures/B003_planck_routes_a_to_d_equivalence/sst_torsion_impedance_pybind11_v0.8.19_autobuild,01_research/C_dynamics/C004_torsion_impedance/sst_torsion_impedance_pybind11_v0.8.19_autobuild,01_research,C_dynamics,C004,code,SP06,no,verified,re-split from 01_research/B_closures/B003_planck_routes_a_to_d_equivalence; container row collapsed the tree
01_research/B_closures/B003_planck_routes_a_to_d_equivalence/SST_v0_8_19_Planck_Routes_v3_preregistered_all_inclusive_pack,01_research/B_closures/B002_planck_routes_a_to_d/SST_v0_8_19_Planck_Routes_v3_preregistered_all_inclusive_pack,01_research,B_closures,B002,code,SP06,no,verified,re-split from 01_research/B_closures/B003_planck_routes_a_to_d_equivalence; container row collapsed the tree; realigned to the frozen catalog id
01_research/B_closures/B003_planck_routes_a_to_d_equivalence/SST_v0_8_19_RouteA_parallel_derivation_falsification_pack,01_research/A_falsifiers/A001_route_a_parallel_derivation_falsification/SST_v0_8_19_RouteA_parallel_derivation_falsification_pack,01_research,A_falsifiers,A001,code,SP06,no,verified,re-split from 01_research/B_closures/B003_planck_routes_a_to_d_equivalence; container row collapsed the tree
05_apps/A002_coil_gui/additional for Vlab,01_research/C_dynamics/C007_uq_twisted_vortex_ring/additional for Vlab,01_research,C_dynamics,C007,code,SP06,no,verified,re-split from 05_apps/A002_coil_gui; container row collapsed the tree; realigned to the frozen catalog id
05_apps/A002_coil_gui/images,03_data/C_reference/C002_gui_images/images,03_data,C_reference,C002,code,SP06,no,verified,re-split from 05_apps/A002_coil_gui; container row collapsed the tree
05_apps/A002_coil_gui/SST_Math_Lab_v0.2.0,05_apps/A004_math_lab/SST_Math_Lab_v0.2.0,05_apps,,A004,code,SP06,no,verified,re-split from 05_apps/A002_coil_gui; container row collapsed the tree
05_apps/A002_coil_gui/vortexlab-modular-v7.6.25b-m1,05_apps/A003_vortexlab/vortexlab-modular-v7.6.25b-m1,05_apps,,A003,code,SP06,no,verified,re-split from 05_apps/A002_coil_gui; container row collapsed the tree
05_apps/A002_coil_gui/vortexring-lab,05_apps/A003_vortexlab/vortexring-lab,05_apps,,A003,code,SP06,no,verified,re-split from 05_apps/A002_coil_gui; container row collapsed the tree
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_165721_9d7d4cc0_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_165721_9d7d4cc0_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_165721_9d7d4cc0_ALL.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_165721_9d7d4cc0_ALL.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_170314_a107e5ac_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_170314_a107e5ac_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_171025_1b81adb0_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_171025_1b81adb0_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_171108_2bbc2f0a_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260110_171108_2bbc2f0a_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_133248_9ad4dadb_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_133248_9ad4dadb_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_133305_98926da8_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_133305_98926da8_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_133846_cc9db5a5_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_133846_cc9db5a5_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_134308_2d5f68b1_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_134308_2d5f68b1_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
